번호,장수명,장수ID,초상화 파일,전신 파일
0633,"주흔","ref-0364",resources/officers/portraits/0633.png,resources/officers/fullbody/0633.png
0634,"주우","ref-0365",resources/officers/portraits/0634.png,resources/officers/fullbody/0634.png
0635,"주군","ref-0366",resources/officers/portraits/0635.png,resources/officers/fullbody/0635.png
0636,"주앙","ref-0367",resources/officers/portraits/0636.png,resources/officers/fullbody/0636.png
0637,"주지","ref-0368",resources/officers/portraits/0637.png,resources/officers/fullbody/0637.png
0638,"주소","ref-0369",resources/officers/portraits/0638.png,resources/officers/fullbody/0638.png
0639,"주선","ref-0370",resources/officers/portraits/0639.png,resources/officers/fullbody/0639.png
0640,"수칙","ref-0372",resources/officers/portraits/0640.png,resources/officers/fullbody/0640.png
0641,"주태","ref-0374",resources/officers/portraits/0641.png,resources/officers/fullbody/0641.png
0642,"주조","ref-0375",resources/officers/portraits/0642.png,resources/officers/fullbody/0642.png
0643,"습진","ref-0376",resources/officers/portraits/0643.png,resources/officers/fullbody/0643.png
0644,"습정","ref-0377",resources/officers/portraits/0644.png,resources/officers/fullbody/0644.png
0645,"주방","ref-0378",resources/officers/portraits/0645.png,resources/officers/fullbody/0645.png
0646,"주개","ref-0380",resources/officers/portraits/0646.png,resources/officers/fullbody/0646.png
0647,"주광","ref-0384",resources/officers/portraits/0647.png,resources/officers/fullbody/0647.png
0648,"주찬","ref-0385",resources/officers/portraits/0648.png,resources/officers/fullbody/0648.png
0649,"주삭","ref-0386",resources/officers/portraits/0649.png,resources/officers/fullbody/0649.png
0650,"주적","ref-0388",resources/officers/portraits/0650.png,resources/officers/fullbody/0650.png
0651,"순운","ref-0394",resources/officers/portraits/0651.png,resources/officers/fullbody/0651.png
0652,"순의","ref-0396",resources/officers/portraits/0652.png,resources/officers/fullbody/0652.png
0653,"순욱","ref-0397",resources/officers/portraits/0653.png,resources/officers/fullbody/0653.png
0654,"순찬","ref-0398",resources/officers/portraits/0654.png,resources/officers/fullbody/0654.png
0655,"순심","ref-0399",resources/officers/portraits/0655.png,resources/officers/fullbody/0655.png
0656,"순정","ref-0400",resources/officers/portraits/0656.png,resources/officers/fullbody/0656.png
0657,"순상","ref-0401",resources/officers/portraits/0657.png,resources/officers/fullbody/0657.png
0658,"초이","ref-0403",resources/officers/portraits/0658.png,resources/officers/fullbody/0658.png
0659,"종육","ref-0404",resources/officers/portraits/0659.png,resources/officers/fullbody/0659.png
0660,"장간","ref-0407",resources/officers/portraits/0660.png,resources/officers/fullbody/0660.png
0661,"상관자수","ref-0408",resources/officers/portraits/0661.png,resources/officers/fullbody/0661.png
0662,"창희","ref-0409",resources/officers/portraits/0662.png,resources/officers/fullbody/0662.png
0663,"장의거","ref-0410",resources/officers/portraits/0663.png,resources/officers/fullbody/0663.png
0664,"장현","ref-0413",resources/officers/portraits/0664.png,resources/officers/fullbody/0664.png
0665,"장서","ref-0415",resources/officers/portraits/0665.png,resources/officers/fullbody/0665.png
0666,"초촉","ref-0416",resources/officers/portraits/0666.png,resources/officers/fullbody/0666.png
0667,"종진","ref-0417",resources/officers/portraits/0667.png,resources/officers/fullbody/0667.png
0668,"상총","ref-0419",resources/officers/portraits/0668.png,resources/officers/fullbody/0668.png
0669,"소제","ref-0420",resources/officers/portraits/0669.png,resources/officers/fullbody/0669.png
0670,"장반","ref-0421",resources/officers/portraits/0670.png,resources/officers/fullbody/0670.png
0671,"장빈","ref-0422",resources/officers/portraits/0671.png,resources/officers/fullbody/0671.png
0672,"섭우","ref-0423",resources/officers/portraits/0672.png,resources/officers/fullbody/0672.png
0673,"종리목","ref-0425",resources/officers/portraits/0673.png,resources/officers/fullbody/0673.png
0674,"상림","ref-0426",resources/officers/portraits/0674.png,resources/officers/fullbody/0674.png
0675,"상랑","ref-0427",resources/officers/portraits/0675.png,resources/officers/fullbody/0675.png
0676,"서혁","ref-0429",resources/officers/portraits/0676.png,resources/officers/fullbody/0676.png
0677,"제갈교","ref-0431",resources/officers/portraits/0677.png,resources/officers/fullbody/0677.png
0678,"제갈균","ref-0433",resources/officers/portraits/0678.png,resources/officers/fullbody/0678.png
0679,"제갈서","ref-0434",resources/officers/portraits/0679.png,resources/officers/fullbody/0679.png
0680,"제갈상","ref-0435",resources/officers/portraits/0680.png,resources/officers/fullbody/0680.png
0681,"제갈정","ref-0436",resources/officers/portraits/0681.png,resources/officers/fullbody/0681.png
0682,"제갈탄","ref-0438",resources/officers/portraits/0682.png,resources/officers/fullbody/0682.png
0683,"서구","ref-0441",resources/officers/portraits/0683.png,resources/officers/fullbody/0683.png
0684,"서곤","ref-0443",resources/officers/portraits/0684.png,resources/officers/fullbody/0684.png
0685,"서씨","ref-0444",resources/officers/portraits/0685.png,resources/officers/fullbody/0685.png
0686,"서질","ref-0445",resources/officers/portraits/0686.png,resources/officers/fullbody/0686.png
0687,"서상","ref-0447",resources/officers/portraits/0687.png,resources/officers/fullbody/0687.png
0688,"서상","ref-0448",resources/officers/portraits/0688.png,resources/officers/fullbody/0688.png
0689,"서선","ref-0450",resources/officers/portraits/0689.png,resources/officers/fullbody/0689.png
0690,"서막","ref-0451",resources/officers/portraits/0690.png,resources/officers/fullbody/0690.png
0691,"잠위","ref-0452",resources/officers/portraits/0691.png,resources/officers/fullbody/0691.png
0692,"심영","ref-0453",resources/officers/portraits/0692.png,resources/officers/fullbody/0692.png
0693,"심영","ref-0454",resources/officers/portraits/0693.png,resources/officers/fullbody/0693.png
0694,"신의","ref-0455",resources/officers/portraits/0694.png,resources/officers/fullbody/0694.png
0695,"잠혼","ref-0458",resources/officers/portraits/0695.png,resources/officers/fullbody/0695.png
0696,"임준","ref-0460",resources/officers/portraits/0696.png,resources/officers/fullbody/0696.png
0697,"신창","ref-0461",resources/officers/portraits/0697.png,resources/officers/fullbody/0697.png
0698,"진송","ref-0462",resources/officers/portraits/0698.png,resources/officers/fullbody/0698.png
0699,"신탐","ref-0463",resources/officers/portraits/0699.png,resources/officers/fullbody/0699.png
0700,"신평","ref-0466",resources/officers/portraits/0700.png,resources/officers/fullbody/0700.png
0701,"진랑","ref-0468",resources/officers/portraits/0701.png,resources/officers/fullbody/0701.png
0702,"수원진","ref-0469",resources/officers/portraits/0702.png,resources/officers/fullbody/0702.png
0703,"수고","ref-0470",resources/officers/portraits/0703.png,resources/officers/fullbody/0703.png
0704,"추씨","ref-0471",resources/officers/portraits/0704.png,resources/officers/fullbody/0704.png
0705,"추정","ref-0472",resources/officers/portraits/0705.png,resources/officers/fullbody/0705.png
0706,"추단","ref-0473",resources/officers/portraits/0706.png,resources/officers/fullbody/0706.png
0707,"성의","ref-0474",resources/officers/portraits/0707.png,resources/officers/fullbody/0707.png
0708,"성공영","ref-0475",resources/officers/portraits/0708.png,resources/officers/fullbody/0708.png
0709,"성만","ref-0476",resources/officers/portraits/0709.png,resources/officers/fullbody/0709.png
0710,"석감","ref-0478",resources/officers/portraits/0710.png,resources/officers/fullbody/0710.png
0711,"석도","ref-0479",resources/officers/portraits/0711.png,resources/officers/fullbody/0711.png
0712,"석포","ref-0480",resources/officers/portraits/0712.png,resources/officers/fullbody/0712.png
0713,"설영","ref-0481",resources/officers/portraits/0713.png,resources/officers/fullbody/0713.png
0714,"설귀니","ref-0482",resources/officers/portraits/0714.png,resources/officers/fullbody/0714.png
0715,"설후","ref-0483",resources/officers/portraits/0715.png,resources/officers/fullbody/0715.png
0716,"설제","ref-0485",resources/officers/portraits/0716.png,resources/officers/fullbody/0716.png
0717,"설란","ref-0486",resources/officers/portraits/0717.png,resources/officers/fullbody/0717.png
0718,"설례","ref-0487",resources/officers/portraits/0718.png,resources/officers/fullbody/0718.png
0719,"전의","ref-0488",resources/officers/portraits/0719.png,resources/officers/fullbody/0719.png
0720,"선우단","ref-0489",resources/officers/portraits/0720.png,resources/officers/fullbody/0720.png
0721,"선우보","ref-0490",resources/officers/portraits/0721.png,resources/officers/fullbody/0721.png
0722,"전역","ref-0491",resources/officers/portraits/0722.png,resources/officers/fullbody/0722.png
0723,"전기","ref-0492",resources/officers/portraits/0723.png,resources/officers/fullbody/0723.png
0724,"선경","ref-0493",resources/officers/portraits/0724.png,resources/officers/fullbody/0724.png
0725,"전유","ref-0494",resources/officers/portraits/0725.png,resources/officers/fullbody/0725.png
0726,"전상","ref-0495",resources/officers/portraits/0726.png,resources/officers/fullbody/0726.png
0727,"전단","ref-0497",resources/officers/portraits/0727.png,resources/officers/fullbody/0727.png
0728,"천만","ref-0498",resources/officers/portraits/0728.png,resources/officers/fullbody/0728.png
0729,"조안민","ref-0499",resources/officers/portraits/0729.png,resources/officers/fullbody/0729.png
0730,"조우","ref-0500",resources/officers/portraits/0730.png,resources/officers/fullbody/0730.png
0731,"조희","ref-0504",resources/officers/portraits/0731.png,resources/officers/fullbody/0731.png
0732,"조훈","ref-0506",resources/officers/portraits/0732.png,resources/officers/fullbody/0732.png
0733,"송겸","ref-0508",resources/officers/portraits/0733.png,resources/officers/fullbody/0733.png
0734,"조헌","ref-0509",resources/officers/portraits/0734.png,resources/officers/fullbody/0734.png
0735,"장홍","ref-0512",resources/officers/portraits/0735.png,resources/officers/fullbody/0735.png
0736,"창자","ref-0513",resources/officers/portraits/0736.png,resources/officers/fullbody/0736.png
0737,"송충","ref-0524",resources/officers/portraits/0737.png,resources/officers/fullbody/0737.png
0738,"조표","ref-0528",resources/officers/portraits/0738.png,resources/officers/fullbody/0738.png
0739,"조웅","ref-0531",resources/officers/portraits/0739.png,resources/officers/fullbody/0739.png
0740,"종예","ref-0532",resources/officers/portraits/0740.png,resources/officers/fullbody/0740.png
0741,"조림","ref-0533",resources/officers/portraits/0741.png,resources/officers/fullbody/0741.png
0742,"저곡","ref-0534",resources/officers/portraits/0742.png,resources/officers/fullbody/0742.png
0743,"소칙","ref-0536",resources/officers/portraits/0743.png,resources/officers/fullbody/0743.png
0744,"소유","ref-0539",resources/officers/portraits/0744.png,resources/officers/fullbody/0744.png
0745,"손이","ref-0540",resources/officers/portraits/0745.png,resources/officers/fullbody/0745.png
0746,"손일","ref-0541",resources/officers/portraits/0746.png,resources/officers/fullbody/0746.png
0747,"손화","ref-0542",resources/officers/portraits/0747.png,resources/officers/fullbody/0747.png
0748,"손하","ref-0543",resources/officers/portraits/0748.png,resources/officers/fullbody/0748.png
0749,"손환","ref-0544",resources/officers/portraits/0749.png,resources/officers/fullbody/0749.png
0750,"손관","ref-0545",resources/officers/portraits/0750.png,resources/officers/fullbody/0750.png
0751,"손기","ref-0547",resources/officers/portraits/0751.png,resources/officers/fullbody/0751.png
0752,"손휴","ref-0548",resources/officers/portraits/0752.png,resources/officers/fullbody/0752.png
0753,"손흠","ref-0550",resources/officers/portraits/0753.png,resources/officers/fullbody/0753.png
0754,"손호","ref-0554",resources/officers/portraits/0754.png,resources/officers/fullbody/0754.png
0755,"손홍","ref-0556",resources/officers/portraits/0755.png,resources/officers/fullbody/0755.png
0756,"손씨","ref-0558",resources/officers/portraits/0756.png,resources/officers/fullbody/0756.png
0757,"손자","ref-0559",resources/officers/portraits/0757.png,resources/officers/fullbody/0757.png
0758,"손수","ref-0560",resources/officers/portraits/0758.png,resources/officers/fullbody/0758.png
0759,"손준","ref-0561",resources/officers/portraits/0759.png,resources/officers/fullbody/0759.png
0760,"손소","ref-0563",resources/officers/portraits/0760.png,resources/officers/fullbody/0760.png
0761,"손송","ref-0564",resources/officers/portraits/0761.png,resources/officers/fullbody/0761.png
0762,"손진","ref-0566",resources/officers/portraits/0762.png,resources/officers/fullbody/0762.png
0763,"손침","ref-0569",resources/officers/portraits/0763.png,resources/officers/fullbody/0763.png
0764,"손패","ref-0571",resources/officers/portraits/0764.png,resources/officers/fullbody/0764.png
0765,"손분","ref-0573",resources/officers/portraits/0765.png,resources/officers/fullbody/0765.png
0766,"손려","ref-0577",resources/officers/portraits/0766.png,resources/officers/fullbody/0766.png
0767,"손량","ref-0578",resources/officers/portraits/0767.png,resources/officers/fullbody/0767.png
0768,"손례","ref-0579",resources/officers/portraits/0768.png,resources/officers/fullbody/0768.png
0769,"손랑","ref-0581",resources/officers/portraits/0769.png,resources/officers/fullbody/0769.png
0770,"대원","ref-0583",resources/officers/portraits/0770.png,resources/officers/fullbody/0770.png
0771,"태사향","ref-0585",resources/officers/portraits/0771.png,resources/officers/fullbody/0771.png
0772,"대릉","ref-0588",resources/officers/portraits/0772.png,resources/officers/fullbody/0772.png
0773,"탁응","ref-0589",resources/officers/portraits/0773.png,resources/officers/fullbody/0773.png
0774,"담웅","ref-0591",resources/officers/portraits/0774.png,resources/officers/fullbody/0774.png
0775,"단외","ref-0592",resources/officers/portraits/0775.png,resources/officers/fullbody/0775.png
0776,"중장통","ref-0593",resources/officers/portraits/0776.png,resources/officers/fullbody/0776.png
0777,"조욱","ref-0594",resources/officers/portraits/0777.png,resources/officers/fullbody/0777.png
0778,"장위","ref-0597",resources/officers/portraits/0778.png,resources/officers/fullbody/0778.png
0779,"조예","ref-0599",resources/officers/portraits/0779.png,resources/officers/fullbody/0779.png
0780,"장예","ref-0600",resources/officers/portraits/0780.png,resources/officers/fullbody/0780.png
0781,"장연","ref-0601",resources/officers/portraits/0781.png,resources/officers/fullbody/0781.png
0782,"장염","ref-0602",resources/officers/portraits/0782.png,resources/officers/fullbody/0782.png
0783,"장횡","ref-0603",resources/officers/portraits/0783.png,resources/officers/fullbody/0783.png
0784,"장화","ref-0605",resources/officers/portraits/0784.png,resources/officers/fullbody/0784.png
0785,"장개","ref-0606",resources/officers/portraits/0785.png,resources/officers/fullbody/0785.png
0786,"장기","ref-0608",resources/officers/portraits/0786.png,resources/officers/fullbody/0786.png
0787,"장의","ref-0609",resources/officers/portraits/0787.png,resources/officers/fullbody/0787.png
0788,"장휴","ref-0610",resources/officers/portraits/0788.png,resources/officers/fullbody/0788.png
0789,"장구","ref-0611",resources/officers/portraits/0789.png,resources/officers/fullbody/0789.png
0790,"장거","ref-0612",resources/officers/portraits/0790.png,resources/officers/fullbody/0790.png
0791,"조엄","ref-0615",resources/officers/portraits/0791.png,resources/officers/fullbody/0791.png
0792,"장호","ref-0616",resources/officers/portraits/0792.png,resources/officers/fullbody/0792.png
0793,"조광","ref-0619",resources/officers/portraits/0793.png,resources/officers/fullbody/0793.png
0794,"조앙","ref-0621",resources/officers/portraits/0794.png,resources/officers/fullbody/0794.png
0795,"장씨","ref-0622",resources/officers/portraits/0795.png,resources/officers/fullbody/0795.png
0796,"조자","ref-0623",resources/officers/portraits/0796.png,resources/officers/fullbody/0796.png
0797,"조씨정","ref-0624",resources/officers/portraits/0797.png,resources/officers/fullbody/0797.png
0798,"장집","ref-0626",resources/officers/portraits/0798.png,resources/officers/fullbody/0798.png
0799,"장숙","ref-0627",resources/officers/portraits/0799.png,resources/officers/fullbody/0799.png
0800,"장순","ref-0628",resources/officers/portraits/0800.png,resources/officers/fullbody/0800.png
0801,"장준","ref-0629",resources/officers/portraits/0801.png,resources/officers/fullbody/0801.png
0802,"장소","ref-0633",resources/officers/portraits/0802.png,resources/officers/fullbody/0802.png
0803,"장승","ref-0634",resources/officers/portraits/0803.png,resources/officers/fullbody/0803.png
0804,"장승","ref-0635",resources/officers/portraits/0804.png,resources/officers/fullbody/0804.png
0805,"장창포","ref-0636",resources/officers/portraits/0805.png,resources/officers/fullbody/0805.png
0806,"조정","ref-0639",resources/officers/portraits/0806.png,resources/officers/fullbody/0806.png
0807,"장선","ref-0641",resources/officers/portraits/0807.png,resources/officers/fullbody/0807.png
0808,"장선","ref-0642",resources/officers/portraits/0808.png,resources/officers/fullbody/0808.png
0809,"장천","ref-0643",resources/officers/portraits/0809.png,resources/officers/fullbody/0809.png
0810,"장달","ref-0644",resources/officers/portraits/0810.png,resources/officers/fullbody/0810.png
0811,"조달","ref-0645",resources/officers/portraits/0811.png,resources/officers/fullbody/0811.png
0812,"장저","ref-0646",resources/officers/portraits/0812.png,resources/officers/fullbody/0812.png
0813,"장초","ref-0647",resources/officers/portraits/0813.png,resources/officers/fullbody/0813.png
0814,"장제","ref-0648",resources/officers/portraits/0814.png,resources/officers/fullbody/0814.png
0815,"조통","ref-0649",resources/officers/portraits/0815.png,resources/officers/fullbody/0815.png
0816,"장특","ref-0650",resources/officers/portraits/0816.png,resources/officers/fullbody/0816.png
0817,"장남","ref-0651",resources/officers/portraits/0817.png,resources/officers/fullbody/0817.png
0818,"장남","ref-0652",resources/officers/portraits/0818.png,resources/officers/fullbody/0818.png
0819,"조범","ref-0654",resources/officers/portraits/0819.png,resources/officers/fullbody/0819.png
0820,"장범","ref-0655",resources/officers/portraits/0820.png,resources/officers/fullbody/0820.png
0821,"장포","ref-0657",resources/officers/portraits/0821.png,resources/officers/fullbody/0821.png
0822,"장양","ref-0661",resources/officers/portraits/0822.png,resources/officers/fullbody/0822.png
0823,"조루","ref-0665",resources/officers/portraits/0823.png,resources/officers/fullbody/0823.png
0824,"진횡","ref-0667",resources/officers/portraits/0824.png,resources/officers/fullbody/0824.png
0825,"진응","ref-0668",resources/officers/portraits/0825.png,resources/officers/fullbody/0825.png
0826,"진화","ref-0669",resources/officers/portraits/0826.png,resources/officers/fullbody/0826.png
0827,"진건","ref-0675",resources/officers/portraits/0827.png,resources/officers/fullbody/0827.png
0828,"진지","ref-0676",resources/officers/portraits/0828.png,resources/officers/fullbody/0828.png
0829,"진수","ref-0677",resources/officers/portraits/0829.png,resources/officers/fullbody/0829.png
0830,"진취","ref-0678",resources/officers/portraits/0830.png,resources/officers/fullbody/0830.png
0831,"진수","ref-0679",resources/officers/portraits/0831.png,resources/officers/fullbody/0831.png
0832,"진식","ref-0680",resources/officers/portraits/0832.png,resources/officers/fullbody/0832.png
0833,"진표","ref-0685",resources/officers/portraits/0833.png,resources/officers/fullbody/0833.png
0834,"진림","ref-0688",resources/officers/portraits/0834.png,resources/officers/fullbody/0834.png
0835,"정기","ref-0691",resources/officers/portraits/0835.png,resources/officers/fullbody/0835.png
0836,"정의","ref-0692",resources/officers/portraits/0836.png,resources/officers/fullbody/0836.png
0837,"정은","ref-0693",resources/officers/portraits/0837.png,resources/officers/fullbody/0837.png
0838,"정고","ref-0695",resources/officers/portraits/0838.png,resources/officers/fullbody/0838.png
0839,"정혼","ref-0696",resources/officers/portraits/0839.png,resources/officers/fullbody/0839.png
0840,"정자","ref-0697",resources/officers/portraits/0840.png,resources/officers/fullbody/0840.png
0841,"정천","ref-0698",resources/officers/portraits/0841.png,resources/officers/fullbody/0841.png
0842,"정태","ref-0699",resources/officers/portraits/0842.png,resources/officers/fullbody/0842.png
0843,"정주","ref-0700",resources/officers/portraits/0843.png,resources/officers/fullbody/0843.png
0844,"정도","ref-0701",resources/officers/portraits/0844.png,resources/officers/fullbody/0844.png
0845,"정비","ref-0702",resources/officers/portraits/0845.png,resources/officers/fullbody/0845.png
0846,"정무","ref-0704",resources/officers/portraits/0846.png,resources/officers/fullbody/0846.png
0847,"정봉","ref-0707",resources/officers/portraits/0847.png,resources/officers/fullbody/0847.png
0848,"철리길","ref-0708",resources/officers/portraits/0848.png,resources/officers/fullbody/0848.png
0849,"전속","ref-0711",resources/officers/portraits/0849.png,resources/officers/fullbody/0849.png
0850,"전주","ref-0712",resources/officers/portraits/0850.png,resources/officers/fullbody/0850.png
0851,"전만","ref-0714",resources/officers/portraits/0851.png,resources/officers/fullbody/0851.png
0852,"전예","ref-0715",resources/officers/portraits/0852.png,resources/officers/fullbody/0852.png
0853,"토안","ref-0716",resources/officers/portraits/0853.png,resources/officers/fullbody/0853.png
0854,"등윤","ref-0717",resources/officers/portraits/0854.png,resources/officers/fullbody/0854.png
0855,"등의","ref-0721",resources/officers/portraits/0855.png,resources/officers/fullbody/0855.png
0856,"당균","ref-0722",resources/officers/portraits/0856.png,resources/officers/fullbody/0856.png
0857,"동궐","ref-0723",resources/officers/portraits/0857.png,resources/officers/fullbody/0857.png
0858,"도황","ref-0726",resources/officers/portraits/0858.png,resources/officers/fullbody/0858.png
0859,"동황","ref-0727",resources/officers/portraits/0859.png,resources/officers/fullbody/0859.png
0860,"동형","ref-0728",resources/officers/portraits/0860.png,resources/officers/fullbody/0860.png
0861,"당자","ref-0730",resources/officers/portraits/0861.png,resources/officers/fullbody/0861.png
0862,"등수","ref-0732",resources/officers/portraits/0862.png,resources/officers/fullbody/0862.png
0863,"도준","ref-0733",resources/officers/portraits/0863.png,resources/officers/fullbody/0863.png
0864,"동승","ref-0734",resources/officers/portraits/0864.png,resources/officers/fullbody/0864.png
0865,"등충","ref-0737",resources/officers/portraits/0865.png,resources/officers/fullbody/0865.png
0866,"동조","ref-0738",resources/officers/portraits/0866.png,resources/officers/fullbody/0866.png
0867,"답돈","ref-0740",resources/officers/portraits/0867.png,resources/officers/fullbody/0867.png
0868,"당빈","ref-0742",resources/officers/portraits/0868.png,resources/officers/fullbody/0868.png
0869,"동부","ref-0744",resources/officers/portraits/0869.png,resources/officers/fullbody/0869.png
0870,"등방","ref-0745",resources/officers/portraits/0870.png,resources/officers/fullbody/0870.png
0871,"등룡","ref-0747",resources/officers/portraits/0871.png,resources/officers/fullbody/0871.png
0872,"두경","ref-0749",resources/officers/portraits/0872.png,resources/officers/fullbody/0872.png
0873,"두씨","ref-0750",resources/officers/portraits/0873.png,resources/officers/fullbody/0873.png
0874,"두습","ref-0751",resources/officers/portraits/0874.png,resources/officers/fullbody/0874.png
0875,"두예","ref-0752",resources/officers/portraits/0875.png,resources/officers/fullbody/0875.png
0876,"영수","ref-0753",resources/officers/portraits/0876.png,resources/officers/fullbody/0876.png
0877,"배수","ref-0755",resources/officers/portraits/0877.png,resources/officers/fullbody/0877.png
0878,"배잠","ref-0756",resources/officers/portraits/0878.png,resources/officers/fullbody/0878.png
0879,"마연","ref-0758",resources/officers/portraits/0879.png,resources/officers/fullbody/0879.png
0880,"마완","ref-0759",resources/officers/portraits/0880.png,resources/officers/fullbody/0880.png
0881,"마균","ref-0761",resources/officers/portraits/0881.png,resources/officers/fullbody/0881.png
0882,"마일제","ref-0763",resources/officers/portraits/0882.png,resources/officers/fullbody/0882.png
0883,"마준","ref-0764",resources/officers/portraits/0883.png,resources/officers/fullbody/0883.png
0884,"마충","ref-0768",resources/officers/portraits/0884.png,resources/officers/fullbody/0884.png
0885,"마막","ref-0772",resources/officers/portraits/0885.png,resources/officers/fullbody/0885.png
0886,"마륭","ref-0773",resources/officers/portraits/0886.png,resources/officers/fullbody/0886.png
0887,"만욱","ref-0775",resources/officers/portraits/0887.png,resources/officers/fullbody/0887.png
0888,"범강","ref-0776",resources/officers/portraits/0888.png,resources/officers/fullbody/0888.png
0889,"번건","ref-0777",resources/officers/portraits/0889.png,resources/officers/fullbody/0889.png
0890,"번씨","ref-0778",resources/officers/portraits/0890.png,resources/officers/fullbody/0890.png
0891,"반씨","ref-0779",resources/officers/portraits/0891.png,resources/officers/fullbody/0891.png
0892,"범방","ref-0784",resources/officers/portraits/0892.png,resources/officers/fullbody/0892.png
0893,"반봉","ref-0785",resources/officers/portraits/0893.png,resources/officers/fullbody/0893.png
0894,"반림","ref-0786",resources/officers/portraits/0894.png,resources/officers/fullbody/0894.png
0895,"비연","ref-0788",resources/officers/portraits/0895.png,resources/officers/fullbody/0895.png
0896,"비관","ref-0789",resources/officers/portraits/0896.png,resources/officers/fullbody/0896.png
0897,"비잔","ref-0790",resources/officers/portraits/0897.png,resources/officers/fullbody/0897.png
0898,"비시","ref-0791",resources/officers/portraits/0898.png,resources/officers/fullbody/0898.png
0899,"미씨","ref-0792",resources/officers/portraits/0899.png,resources/officers/fullbody/0899.png
0900,"필궤","ref-0794",resources/officers/portraits/0900.png,resources/officers/fullbody/0900.png
0901,"비요","ref-0796",resources/officers/portraits/0901.png,resources/officers/fullbody/0901.png
0902,"관순","ref-0797",resources/officers/portraits/0902.png,resources/officers/fullbody/0902.png
0903,"무안국","ref-0798",resources/officers/portraits/0903.png,resources/officers/fullbody/0903.png
0904,"풍해","ref-0799",resources/officers/portraits/0904.png,resources/officers/fullbody/0904.png
0905,"풍씨","ref-0800",resources/officers/portraits/0905.png,resources/officers/fullbody/0905.png
0906,"풍습","ref-0801",resources/officers/portraits/0906.png,resources/officers/fullbody/0906.png
0907,"부영","ref-0802",resources/officers/portraits/0907.png,resources/officers/fullbody/0907.png
0908,"부하","ref-0803",resources/officers/portraits/0908.png,resources/officers/fullbody/0908.png
0909,"부간","ref-0804",resources/officers/portraits/0909.png,resources/officers/fullbody/0909.png
0910,"부사인","ref-0805",resources/officers/portraits/0910.png,resources/officers/fullbody/0910.png
0911,"부첨","ref-0806",resources/officers/portraits/0911.png,resources/officers/fullbody/0911.png
0912,"부손","ref-0807",resources/officers/portraits/0912.png,resources/officers/fullbody/0912.png
0913,"부융","ref-0808",resources/officers/portraits/0913.png,resources/officers/fullbody/0913.png
0914,"문앙","ref-0809",resources/officers/portraits/0914.png,resources/officers/fullbody/0914.png
0915,"문흠","ref-0810",resources/officers/portraits/0915.png,resources/officers/fullbody/0915.png
0916,"문호","ref-0811",resources/officers/portraits/0916.png,resources/officers/fullbody/0916.png
0917,"문칙","ref-0813",resources/officers/portraits/0917.png,resources/officers/fullbody/0917.png
0918,"변희","ref-0815",resources/officers/portraits/0918.png,resources/officers/fullbody/0918.png
0919,"변씨","ref-0816",resources/officers/portraits/0919.png,resources/officers/fullbody/0919.png
0920,"방육","ref-0817",resources/officers/portraits/0920.png,resources/officers/fullbody/0920.png
0921,"방열","ref-0818",resources/officers/portraits/0921.png,resources/officers/fullbody/0921.png
0922,"조아","ref-0819",resources/officers/portraits/0922.png,resources/officers/fullbody/0922.png
0923,"방회","ref-0820",resources/officers/portraits/0923.png,resources/officers/fullbody/0923.png
0924,"방희","ref-0823",resources/officers/portraits/0924.png,resources/officers/fullbody/0924.png
0925,"포훈","ref-0824",resources/officers/portraits/0925.png,resources/officers/fullbody/0925.png
0926,"포도","ref-0829",resources/officers/portraits/0926.png,resources/officers/fullbody/0926.png
0927,"포륭","ref-0831",resources/officers/portraits/0927.png,resources/officers/fullbody/0927.png
0928,"방림","ref-0832",resources/officers/portraits/0928.png,resources/officers/fullbody/0928.png
0929,"보협","ref-0833",resources/officers/portraits/0929.png,resources/officers/fullbody/0929.png
0930,"보광","ref-0834",resources/officers/portraits/0930.png,resources/officers/fullbody/0930.png
0931,"목순","ref-0835",resources/officers/portraits/0931.png,resources/officers/fullbody/0931.png
0932,"복양흥","ref-0836",resources/officers/portraits/0932.png,resources/officers/fullbody/0932.png
0933,"보천","ref-0839",resources/officers/portraits/0933.png,resources/officers/fullbody/0933.png
0934,"보도근","ref-0840",resources/officers/portraits/0934.png,resources/officers/fullbody/0934.png
0935,"미당대왕","ref-0843",resources/officers/portraits/0935.png,resources/officers/fullbody/0935.png
0936,"맹건","ref-0846",resources/officers/portraits/0936.png,resources/officers/fullbody/0936.png
0937,"맹광","ref-0847",resources/officers/portraits/0937.png,resources/officers/fullbody/0937.png
0938,"맹종","ref-0848",resources/officers/portraits/0938.png,resources/officers/fullbody/0938.png
0939,"유초","ref-0851",resources/officers/portraits/0939.png,resources/officers/fullbody/0939.png
0940,"우돌","ref-0852",resources/officers/portraits/0940.png,resources/officers/fullbody/0940.png
0941,"유섭","ref-0853",resources/officers/portraits/0941.png,resources/officers/fullbody/0941.png
0942,"양회","ref-0854",resources/officers/portraits/0942.png,resources/officers/fullbody/0942.png
0943,"양의","ref-0856",resources/officers/portraits/0943.png,resources/officers/fullbody/0943.png
0944,"양희","ref-0857",resources/officers/portraits/0944.png,resources/officers/fullbody/0944.png
0945,"양휘유","ref-0858",resources/officers/portraits/0945.png,resources/officers/fullbody/0945.png
0946,"양흔","ref-0859",resources/officers/portraits/0946.png,resources/officers/fullbody/0946.png
